thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_fix,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,trigger_agency_onset,target_is_left,participant,session,age,gender,handedness,quest_prop_low,quest_low_converged,quest_prop_high,quest_high_converged,miniblock_order,starts_with,
,,47,11,001,28,m,r,calibration,0.55,2,0,47,0.5350820483873121,0.14055915473515587,1,False,0.42457880004076287,False,dot,dot,0.18241556972044795,12.902378653368277,2348.2329149130264,171.74227105792056,1148,[np.int64(92)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,48,11,001,28,m,r,calibration,0.55,2,0,48,0.5350820483873121,0.14055915473515587,1,False,0.5114308000192977,False,dot,dot,0.17944394781753004,10.013563118511028,2323.1466434945587,201.50648240464568,1139,[np.int64(28)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,49,11,001,28,m,r,calibration,0.55,2,0,49,0.5350820483873121,0.14055915473515587,1,False,0.5944780000136234,False,dot,dot,0.17680263764495283,12.572820570097784,2313.3989848979922,192.5224741153202,504,[np.int64(763)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,50,11,001,28,m,r,calibration,0.55,2,0,50,0.5350820483873121,0.14055915473515587,1,False,0.58752000000095,False,dot,dot,0.17444968737402938,13.753743862218402,2503.181382923749,178.32711115994758,136,[np.int64(1113)],-0.09609004602345354,3.956074152751913,2.302084736567041,0.024044321567849233,0.020949462012305686,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,51,11,001,28,m,r,calibration,0.55,2,0,51,0.47090191089840744,-0.11652402308997703,1,False,0.7620523000368848,False,dot,dot,0.17445436457888466,9.891010335472522,1800.163881055999,441.27355351276645,165,[np.int64(1244)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,52,11,001,28,m,r,calibration,0.55,2,0,52,0.47090191089840744,-0.11652402308997703,1,False,0.7407314000301994,False,square,square,0.17444243590178263,8.117086644055608,1477.3097692181204,307.497539447165,1337,[np.int64(823)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,53,11,001,28,m,r,calibration,0.55,2,0,53,0.47090191089840744,-0.11652402308997703,1,False,0.8755122000002302,False,square,square,0.17440380098728986,7.969615171600225,1450.4699612312409,313.60864432151425,661,[np.int64(1536)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,54,11,001,28,m,r,calibration,0.55,2,0,54,0.47090191089840744,-0.11652402308997703,1,False,0.5386934000416659,False,dot,dot,0.17433081134725326,11.556307956657028,2103.248048111579,190.6229587067128,135,[np.int64(1543)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,55,11,001,28,m,r,calibration,0.55,2,0,55,0.47090191089840744,-0.11652402308997703,1,False,0.4922473000478931,False,square,square,0.17421818219510218,6.885629731805812,1260.0702409204637,235.86735771514273,1101,[np.int64(353)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,56,11,001,28,m,r,calibration,0.55,2,0,56,0.47090191089840744,-0.11652402308997703,1,False,0.7492533000186086,False,square,square,0.17406285403246413,11.430443786408265,2331.810532427286,277.18990106120447,566,[np.int64(205)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,57,11,001,28,m,r,calibration,0.55,2,0,57,0.47090191089840744,-0.11652402308997703,1,False,0.5354337000171654,False,dot,dot,0.1738638147127564,7.827817584785798,1424.6628004310153,280.8043593248609,1544,[np.int64(120)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,58,11,001,28,m,r,calibration,0.55,2,0,58,0.47090191089840744,-0.11652402308997703,1,False,0.5107007000478916,False,dot,dot,0.1736218899457555,6.250391621427226,1143.8216667211823,212.908332894887,1220,[np.int64(1488)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,59,11,001,28,m,r,calibration,0.55,2,0,59,0.47090191089840744,-0.11652402308997703,1,False,0.5365499000181444,False,square,square,0.17333950834305842,11.846719664831564,2167.949698664176,212.61035624980923,653,[np.int64(629)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,60,11,001,28,m,r,calibration,0.55,2,0,60,0.47090191089840744,-0.11652402308997703,1,False,0.5381534000043757,False,square,square,0.17302044613806192,2.4948134633529877,758.4232928593083,229.17379693303002,330,[np.int64(373)],-0.25021551410463416,4.207728660420603,2.4070552058278554,0.021037824060632822,0.01996445850023957,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,61,11,001,28,m,r,calibration,0.75,2,-1,1,0.5981210736084265,0.3976423325602886,1,False,0.441244599991478,False,dot,dot,0.8833941500202273,15.375128206239888,3167.276410485417,219.09281892619822,947,[np.int64(317)],0.49887896444510554,3.2323377588830704,2.050691472501904,0.0257364756811414,0.02148582368615677,,,,,,,,,,,,,11,001,28,m,r,0.27418980629928313,True,,,,,
,,62,11,001,28,m,r,calibration,0.75,2,-1,2,0.5350820483873121,0.14055915473515587,1,False,0.4899003999889828,False,dot,dot,0.8974722567509856,13.674708398168145,2488.7969284666024,175.27022604744894,343,[np.int64(838)],0.3118133766571681,3.2082444668428995,2.0424419558677074,0.025480950703595955,0.02143037331807896,,,,,,,,,,,,,11,001,28,m,r,0.27418980629928313,True,,,,,
,,63,11,001,28,m,r,calibration,0.75,2,-1,3,0.5350820483873121,0.14055915473515587,1,False,0.611403800023254,False,square,square,0.8872830967337415,8.875323546757777,1615.3088855099154,150.4289985079672,14,[np.int64(1441)],0.12417907816641394,3.202036049568465,2.0413069970393267,0.025192955999298612,0.021365090692057793,,,,,,,,,,,,,11,001,28,m,r,0.27418980629928313,True,,,,,
,,64,11,001,28,m,r,calibration,0.75,2,-1,4,0.5350820483873121,0.14055915473515587,1,False,0.8230224999715574,False,dot,dot,0.8556339725168699,13.08914519434358,2382.2244253705317,173.7263035783362,141,[np.int64(370)],-0.05217551202368467,3.212904805647718,2.0470640208696436,0.02487584370063665,0.021289789542834836,,,,,,,,,,,,,11,001,28,m,r,0.27418980629928313,True,,,,,
,,65,11,001,28,m,r,calibration,0.75,2,-1,5,0.5981210736084265,0.3976423325602886,1,False,0.45650129998102784,False,square,square,0.8003514367271172,9.594310118737384,1938.0506439849516,133.70332630389697,563,[np.int64(684)],-0.19317776838267303,3.249692783827168,2.061588839060837,0.024504387610261986,0.02119693986790726,,,,,,,,,,,,,11,001,28,m,r,0.27418980629928313,True,,,,,
