thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_fix,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,target_is_left,participant,session,age,gender,handedness,quest_prop_high,quest_high_converged,quest_prop_low,quest_low_converged,miniblock_order,starts_with,
,,12,4,001,19,f,r,calibration,0.75,2,-1,12,0.806273406195118,1.4259750438608214,1,False,0.697055900003761,False,dot,dot,0.45639175517481023,13.456713344999079,2476.0352554798305,119.07946060854552,1046,[np.int64(1066)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,13,4,001,19,f,r,calibration,0.75,2,-1,13,0.7629446568996856,1.1688918660356877,1,False,0.6863911999971606,False,dot,dot,0.45558114589577164,7.8793488065112065,2040.7513408864024,109.94375044283572,532,[np.int64(520)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,14,4,001,19,f,r,calibration,0.75,2,-1,14,0.7629446568996856,1.1688918660356877,1,False,1.6596728999866173,False,square,square,0.45150842154564913,7.226804583347045,1344.1856525025503,104.13658139471147,472,[np.int64(428)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,15,4,001,19,f,r,calibration,0.75,2,-1,15,0.7629446568996856,1.1688918660356877,1,False,1.5602986000012606,False,square,square,0.4449631077918579,17.23610469234472,3326.568205622531,168.6279424091167,984,[np.int64(163)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,16,4,001,19,f,r,calibration,0.75,2,-1,16,0.7629446568996856,1.1688918660356877,1,False,0.7155271000228822,False,dot,dot,0.4368220234120744,18.03333169043131,3318.133031039361,170.46585689417495,696,[np.int64(1587)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,17,4,001,19,f,r,calibration,0.75,2,-1,17,0.7629446568996856,1.1688918660356877,1,False,1.4079064999823458,False,dot,dot,0.42792279849382264,12.560306509975574,2800.948351724553,222.70849021892778,840,[np.int64(225)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,18,4,001,19,f,r,calibration,0.75,2,-1,18,0.7133701336716126,0.9118086882105548,1,False,0.6185572000104003,False,square,square,0.4264463167714472,7.969279256127269,1498.2245001519266,81.64532170356445,247,[np.int64(867)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,19,4,001,19,f,r,calibration,0.75,2,-1,19,0.7133701336716126,0.9118086882105548,1,False,1.0923437000019476,False,square,square,0.4235667793505703,2.4334137978838464,511.0168975556078,8.15338127001094,1215,[np.int64(838)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,20,4,001,19,f,r,calibration,0.75,2,-1,20,0.7133701336716126,0.9118086882105548,1,False,0.597232099971734,False,square,square,0.4196160392503968,15.917137631387147,2944.6704618066224,216.7182824318032,737,[np.int64(540)],0.7248571325435654,3.3282568147170934,2.0977074640831495,0.024359906169350444,0.0211316191839712,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,21,4,001,19,f,r,calibration,0.75,2,-1,21,0.6580745541515514,0.654725510385422,1,False,0.9458448000368662,False,square,square,0.42366977991846794,15.7104249605375,3126.3745671469624,195.92373818079258,132,[np.int64(553)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,22,4,001,19,f,r,calibration,0.75,2,-1,22,0.6580745541515514,0.654725510385422,1,False,0.8310516999918036,False,square,square,0.4257220255406909,8.836613773590896,1696.629844529452,87.70380875862816,806,[np.int64(129)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,23,4,001,19,f,r,calibration,0.75,2,-1,23,0.6580745541515514,0.654725510385422,1,False,0.7596375999855809,False,square,square,0.4258161658586532,8.70878887768145,2098.818119521229,136.04707951596887,814,[np.int64(548)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,24,4,001,19,f,r,calibration,0.75,2,-1,24,0.6580745541515514,0.654725510385422,1,False,0.6914804999832995,False,dot,dot,0.4241664701788122,6.42844042595642,1420.6853341363687,112.88953916958461,1039,[np.int64(1112)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,25,4,001,19,f,r,calibration,0.75,2,-1,25,0.5981210736084265,0.3976423325602886,1,False,0.6117048999876715,False,dot,dot,0.42998543373952874,8.670236824078174,1603.9938124544622,133.9188180386851,901,[np.int64(400)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,26,4,001,19,f,r,calibration,0.75,2,-1,26,0.5981210736084265,0.3976423325602886,1,False,1.237558499968145,False,dot,dot,0.43341015478174205,15.42729075364722,2915.7579524393245,183.30694886719783,1431,[np.int64(792)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,27,4,001,19,f,r,calibration,0.75,2,-1,27,0.5981210736084265,0.3976423325602886,1,False,0.7205367000424303,False,dot,dot,0.4345242238913291,11.111043559224424,2055.5430584565183,68.56271042403084,1024,[np.int64(621)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,28,4,001,19,f,r,calibration,0.75,2,-1,28,0.5981210736084265,0.3976423325602886,1,False,0.7870050999918021,False,square,square,0.433617737960884,9.995427623810444,2258.9666429811605,151.54327977797053,631,[np.int64(1461)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,29,4,001,19,f,r,calibration,0.75,2,-1,29,0.5981210736084265,0.3976423325602886,1,False,0.9111427000025287,False,square,square,0.431124322945577,15.785451389788818,2888.737604331354,148.9569216444066,775,[np.int64(1242)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,30,4,001,19,f,r,calibration,0.75,2,-1,30,0.5350820483873121,0.14055915473515587,1,False,0.5260151000111364,False,square,square,0.4363914575570472,13.993050036993477,2546.7351067328127,196.9515663121616,656,[np.int64(843)],0.1217314188163582,3.3177845034129523,2.0846433171614343,0.021428477344977357,0.020210293655866858,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,31,4,001,19,f,r,calibration,0.75,2,-1,31,0.5350820483873121,0.14055915473515587,1,False,0.7018768999841996,False,square,square,0.439525947036283,16.220292324034904,2968.3134952983874,226.3174045241356,1473,[np.int64(1131)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,32,4,001,19,f,r,calibration,0.75,2,-1,32,0.5350820483873121,0.14055915473515587,0,False,0.7424788000062108,False,dot,square,0.37676533811505675,12.38490769701428,2340.747554735699,205.3374065838903,926,[np.int64(774)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,33,4,001,19,f,r,calibration,0.75,2,-1,33,0.5981210736084265,0.3976423325602886,1,False,0.6660055000102147,False,square,square,0.37147702502109825,13.63832837679568,2577.6440632143836,209.29672175836077,627,[np.int64(549)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,34,4,001,19,f,r,calibration,0.75,2,-1,34,0.5981210736084265,0.3976423325602886,1,False,0.5844333000131883,False,dot,dot,0.36594695198230354,13.57483809055466,2864.2908371070334,208.64866264782484,1110,[np.int64(1114)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,35,4,001,19,f,r,calibration,0.75,2,-1,35,0.5350820483873121,0.14055915473515587,1,False,0.5759244000073522,False,square,square,0.3673259095716962,11.276393839783196,2187.62040491794,131.5027115987434,1281,[np.int64(1182)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,36,4,001,19,f,r,calibration,0.75,2,-1,36,0.5350820483873121,0.14055915473515587,1,False,0.6085681000258774,False,square,square,0.3679125837477299,7.551922027479837,1691.6305341554835,107.01375550726617,253,[np.int64(219)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,37,4,001,19,f,r,calibration,0.75,2,-1,37,0.5350820483873121,0.14055915473515587,1,False,0.7005222999723628,False,dot,dot,0.3678325846963056,3.0993403743073236,697.3515842191478,44.40502705501158,1435,[np.int64(1163)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,38,4,001,19,f,r,calibration,0.75,2,-1,38,0.5350820483873121,0.14055915473515587,1,False,0.9201795000117272,False,square,square,0.36723591854365645,5.877640922166302,1110.8741342894311,79.94556186966662,1373,[np.int64(1101)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,39,4,001,19,f,r,calibration,0.75,2,-1,39,0.47090191089840744,-0.11652402308997703,1,False,0.6948183000204153,False,square,square,0.37457160397467537,11.476377330917256,2191.988070205196,318.4267085602286,1381,[np.int64(458)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,40,4,001,19,f,r,calibration,0.75,2,-1,40,0.47090191089840744,-0.11652402308997703,0,False,0.6592158999992535,False,dot,square,0.32078418591206576,11.501060508603517,2104.6940730744436,271.5669270270214,802,[np.int64(600)],0.05826015303531896,3.416466926645895,2.1356741799160113,0.020714189827264206,0.019921438698913694,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,41,4,001,19,f,r,calibration,0.75,2,-1,41,0.5350820483873121,0.14055915473515587,1,False,0.9885413000010885,False,dot,dot,0.317760620187525,14.17555881777376,2579.9517048348243,185.90624898674156,1316,[np.int64(504)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,42,4,001,19,f,r,calibration,0.75,2,-1,42,0.5350820483873121,0.14055915473515587,1,False,1.1078959999722429,False,square,square,0.31472643156135394,14.901556390228698,2712.083263021623,258.37681559809863,1346,[np.int64(879)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,43,4,001,19,f,r,calibration,0.75,2,-1,43,0.5350820483873121,0.14055915473515587,1,False,0.5935639999806881,False,dot,dot,0.31180657758394276,14.159834955843358,2577.089961963491,289.51247303411805,690,[np.int64(1217)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,44,4,001,19,f,r,calibration,0.75,2,-1,44,0.5350820483873121,0.14055915473515587,1,False,0.7242081000003964,False,dot,dot,0.30909826611196134,14.827148397474502,2698.5410083403594,203.9858241421723,151,[np.int64(1558)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,45,4,001,19,f,r,calibration,0.75,2,-1,45,0.47090191089840744,-0.11652402308997703,1,False,1.0308357999892905,False,square,square,0.31295186092193666,8.418508777425377,1532.1685974914185,198.1791347583257,182,[np.int64(1566)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,46,4,001,19,f,r,calibration,0.75,2,-1,46,0.47090191089840744,-0.11652402308997703,1,False,0.9429701999761164,False,square,square,0.31631889036780414,8.974453863996152,1633.3506032472997,188.98245243933914,1222,[np.int64(1514)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,47,4,001,19,f,r,calibration,0.75,2,-1,47,0.47090191089840744,-0.11652402308997703,1,False,0.5537612999905832,False,dot,dot,0.31914679715637984,9.459681223057789,1721.6619825965176,313.58725635771145,1427,[np.int64(1048)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,48,4,001,19,f,r,calibration,0.75,2,-1,48,0.47090191089840744,-0.11652402308997703,1,False,0.4589618000318296,False,dot,dot,0.32141802419258725,10.105929131342268,1839.279101904293,288.0792398198576,189,[np.int64(1044)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,49,4,001,19,f,r,calibration,0.75,2,-1,49,0.47090191089840744,-0.11652402308997703,0,False,0.396277200023178,False,square,dot,0.2795297823688644,10.290756348079977,1872.9176553505558,390.67801392547165,528,[np.int64(1270)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,50,4,001,19,f,r,calibration,0.75,2,-1,50,0.47090191089840744,-0.11652402308997703,1,False,0.6885307999909855,False,dot,dot,0.2809015168306239,11.287441433897584,2065.601782403258,175.00015095543918,975,[np.int64(706)],-0.14013581237547013,3.467607294154079,2.1566166034255536,0.019195595124439004,0.019262366504352,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,51,4,001,19,f,r,calibration,0.75,2,-1,51,0.47090191089840744,-0.11652402308997703,1,False,0.7006667999667116,False,dot,dot,0.2820751134557057,10.12109925969048,1842.0400652636674,230.87516755124327,1085,[np.int64(660)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,52,4,001,19,f,r,calibration,0.75,2,-1,52,0.47090191089840744,-0.11652402308997703,1,False,0.8029562999727204,False,square,square,0.2830427404405107,10.21642951907779,1859.3901724721577,338.2052800472501,170,[np.int64(576)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,53,4,001,19,f,r,calibration,0.75,2,-1,53,0.47090191089840744,-0.11652402308997703,1,False,1.394412999972701,False,dot,dot,0.2838071729649106,8.485827550660828,1680.193855030844,289.56749770636446,1337,[np.int64(1525)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,54,4,001,19,f,r,calibration,0.75,2,-1,54,0.47090191089840744,-0.11652402308997703,1,False,0.6545425000367686,False,square,square,0.28438079223595397,8.773607722872853,1605.5702132857323,269.7236655702243,1121,[np.int64(352)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,55,4,001,19,f,r,calibration,0.75,2,-1,55,0.47090191089840744,-0.11652402308997703,1,False,0.5929286999744363,False,square,square,0.284783907987261,8.285287055833793,1516.2075312175841,244.64957020073155,685,[np.int64(4)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,56,4,001,19,f,r,calibration,0.75,2,-1,56,0.40766968306220214,-0.37360720091511007,1,False,0.44346859998768196,False,square,square,0.29117711482965447,6.944427135333553,1263.8857386307068,246.78664079043673,330,[np.int64(319)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,57,4,001,19,f,r,calibration,0.75,2,-1,57,0.40766968306220214,-0.37360720091511007,1,False,0.7059234000043944,False,square,square,0.2969984829496989,8.154573402449214,1492.2869326482062,340.4964741219576,1448,[np.int64(1466)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,58,4,001,19,f,r,calibration,0.75,2,-1,58,0.40766968306220214,-0.37360720091511007,1,False,0.8635073999757878,False,dot,dot,0.3021332503698118,6.48728464364515,1180.6858051434174,175.4018851225926,176,[np.int64(1574)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,59,4,001,19,f,r,calibration,0.75,2,-1,59,0.40766968306220214,-0.37360720091511007,1,False,1.296404300024733,False,dot,dot,0.3065066923723195,7.418605197819504,1350.1861460031498,272.32327643379034,36,[np.int64(598)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,60,4,001,19,f,r,calibration,0.75,2,-1,60,0.40766968306220214,-0.37360720091511007,1,False,0.7707511999760754,False,square,square,0.3100872285702532,5.420427630969742,991.9382564674629,287.51275563002156,1043,[np.int64(934)],-0.4739361987652103,3.5392240440916583,2.1824783868059776,0.01676829918419543,0.018031224800258473,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,61,4,001,19,f,r,calibration,0.75,2,-1,61,0.40766968306220214,-0.37360720091511007,1,False,0.6815796000300907,False,dot,dot,0.31288558067419514,6.368943306869235,1165.51662515707,310.52011188563466,881,[np.int64(795)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,62,4,001,19,f,r,calibration,0.75,2,-1,62,0.347354013008391,-0.6306903787402434,1,False,0.7658549000043422,False,dot,dot,0.3221804818262047,6.194877261614041,1127.4676616137554,94.66299033388152,1108,[np.int64(711)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,63,4,001,19,f,r,calibration,0.75,2,-1,63,0.347354013008391,-0.6306903787402434,1,False,0.5813026999821886,False,dot,dot,0.33042278723640256,5.947142204708825,1082.3798812570062,306.4904533945238,111,[np.int64(1391)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,64,4,001,19,f,r,calibration,0.75,2,-1,64,0.347354013008391,-0.6306903787402434,1,False,0.6217601000098512,False,dot,dot,0.3374107978165936,3.442852617736341,626.5991764280141,351.6826844881323,475,[np.int64(640)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,65,4,001,19,f,r,calibration,0.75,2,-1,65,0.347354013008391,-0.6306903787402434,1,False,0.9208074000198394,False,dot,dot,0.3430260892514462,4.999220325759483,909.8580992882258,508.7877632262973,525,[np.int64(572)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,66,4,001,19,f,r,calibration,0.75,2,-1,66,0.347354013008391,-0.6306903787402434,1,False,0.7116887000156567,False,dot,dot,0.34724022618314426,9.282175051939207,1689.3558594529356,285.6486630786082,230,[np.int64(516)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,67,4,001,19,f,r,calibration,0.75,2,-1,67,0.347354013008391,-0.6306903787402434,1,False,0.8039925000048243,False,square,square,0.350111015965593,5.33501481933304,970.9726971186133,277.8509040439475,71,[np.int64(172)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,68,4,001,19,f,r,calibration,0.75,2,-1,68,0.29156950079727495,-0.887773556565376,1,False,1.059043500048574,False,square,square,0.35973287910758767,4.643919941396097,845.1934293340897,239.02073565496045,1321,[np.int64(179)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,69,4,001,19,f,r,calibration,0.75,2,-1,69,0.29156950079727495,-0.887773556565376,1,False,0.7201125000137836,False,dot,dot,0.3676902992420697,5.709189838680109,1039.0725506397798,471.6907860179733,84,[np.int64(609)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,70,4,001,19,f,r,calibration,0.75,2,-1,70,0.29156950079727495,-0.887773556565376,1,False,0.5943635999574326,False,dot,dot,0.37379670061452697,2.6507175884285172,482.43060109399016,290.00436264826374,1317,[np.int64(130)],-0.9185982373387998,3.393427820256356,2.098360744303501,0.01476415428283377,0.016818312251883148,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,71,4,001,19,f,r,calibration,0.75,2,-1,71,0.29156950079727495,-0.887773556565376,1,False,0.7658039000234567,False,square,square,0.37800362003351734,1.1425675216143885,207.9472889338187,434.1650972828728,1340,[np.int64(1551)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,72,4,001,19,f,r,calibration,0.75,2,-1,72,0.29156950079727495,-0.887773556565376,0,False,0.5475828999769874,False,dot,square,0.32122817423776995,1.7389035632154939,316.4804485052199,537.3658619623677,147,[np.int64(677)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,73,4,001,19,f,r,calibration,0.75,2,-1,73,0.347354013008391,-0.6306903787402434,0,False,1.255538199970033,False,dot,square,0.29144752466592155,4.3951807810600965,804.3180829339976,121.43141227804469,1490,[np.int64(692)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,74,4,001,19,f,r,calibration,0.75,2,-1,74,0.347354013008391,-0.6306903787402434,1,False,0.7357729999930598,False,dot,dot,0.29128147250447717,5.013037964586249,917.3859475192835,670.4079451328772,898,[np.int64(1571)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,75,4,001,19,f,r,calibration,0.75,2,-1,75,0.347354013008391,-0.6306903787402434,1,False,0.7611055999877863,False,square,square,0.2904924546045274,1.9286622506264572,453.23562889721745,208.41873675277301,703,[np.int64(1271)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,76,4,001,19,f,r,calibration,0.75,2,-1,76,0.347354013008391,-0.6306903787402434,0,False,0.903796800004784,False,dot,square,0.2691037681244678,1.2378994224983477,295.8579619771051,38.82433183525915,602,[np.int64(1261)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,77,4,001,19,f,r,calibration,0.75,2,-1,77,0.40766968306220214,-0.37360720091511007,1,False,0.7509360000258312,False,dot,dot,0.26591951712274836,-0.40802411108438763,-115.06279932579731,60.05936786415565,507,[np.int64(714)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,78,4,001,19,f,r,calibration,0.75,2,-1,78,0.347354013008391,-0.6306903787402434,0,False,0.7144091000081971,False,dot,square,0.24892546723461711,2.507652835543418,799.9412545383503,72.27400501551791,1047,[np.int64(1417)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,79,4,001,19,f,r,calibration,0.75,2,-1,79,0.40766968306220214,-0.37360720091511007,1,False,0.6685229999711737,False,dot,dot,0.24600023574687924,9.19954096381294,1692.715537341581,334.1813605922643,1450,[np.int64(370)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,80,4,001,19,f,r,calibration,0.75,2,-1,80,0.40766968306220214,-0.37360720091511007,1,False,0.4721449000062421,False,square,square,0.24303432642615805,8.32657006209721,1532.0888914258867,204.87333172938605,562,[np.int64(155)],-0.6131409875057627,3.267748707939021,2.0279429332718504,0.016261798739702266,0.017698122479330208,,,,,,,,,,,,4,001,19,f,r,,,,,,,
,,81,4,001,19,f,r,calibration,0.55,2,0,1,0.347354013008391,-0.6306903787402434,1,False,1.460013900010381,False,dot,dot,0.9585022178944526,4.743182450859334,868.002388507258,429.23114559233767,70,[np.int64(295)],-0.6105307855798056,3.2449087058269095,2.055422663760532,0.0257181206205907,0.02148187862845949,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
